COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	Gene_Product	NCBI.Biosample.Accession	Cat
COG0016	2682469011	Ga0128518_101291	 phenylalanyl-tRNA synthetase, alpha subunit	2681813000	Enterococcus canis NBRC 100695	13	280821	281864	Phenylalanyl-tRNA synthetase alpha subunit	SAMD00046312	J
COG0017	2682469506	Ga0128518_10287	 asparaginyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	93980	95278	Aspartyl/asparaginyl-tRNA synthetase	SAMD00046312	J
COG0018	2682471156	Ga0128518_11035	 arginyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	34169	35860	Arginyl-tRNA synthetase	SAMD00046312	J
COG0020	2682469806	Ga0128518_102389	 Undecaprenyl pyrophosphate synthetase	2681813000	Enterococcus canis NBRC 100695	13	399242	400039	Undecaprenyl pyrophosphate synthase	SAMD00046312	I
COG0021	2682468946	Ga0128518_101225	transketolase	2681813000	Enterococcus canis NBRC 100695	13	210782	212779	Transketolase	SAMD00046312	G
COG0022	2682469635	Ga0128518_102217	pyruvate dehydrogenase E1 component beta subunit	2681813000	Enterococcus canis NBRC 100695	13	220808	221785	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	SAMD00046312	C
COG0022	2682470626	Ga0128518_1064	 branched-chain alpha-keto acid dehydrogenase E1 component	2681813000	Enterococcus canis NBRC 100695	13	2534	3520	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	SAMD00046312	C
COG0022	2682470114	Ga0128518_103306	pyruvate dehydrogenase E1 component beta subunit	2681813000	Enterococcus canis NBRC 100695	13	316770	317750	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	SAMD00046312	C
COG0024	2682471300	Ga0128518_11250	 methionine aminopeptidase, type I	2681813000	Enterococcus canis NBRC 100695	13	62450	63214	Methionine aminopeptidase	SAMD00046312	J
COG0025	2682470712	Ga0128518_10690	 sodium/proton antiporter, CPA1 family	2681813000	Enterococcus canis NBRC 100695	13	84936	86957	NhaP-type Na+/H+ or K+/H+ antiporter	SAMD00046312	P
COG0026	2682469535	Ga0128518_102116	 5-(carboxyamino)imidazole ribonucleotide synthase	2681813000	Enterococcus canis NBRC 100695	13	128507	129637	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	SAMD00046312	F
COG0028	2682469293	Ga0128518_101573	 pyruvate oxidase	2681813000	Enterococcus canis NBRC 100695	13	546498	548222	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	SAMD00046312	E H
COG0030	2682471060	Ga0128518_10927	 dimethyladenosine transferase	2681813000	Enterococcus canis NBRC 100695	13	23621	24493	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	SAMD00046312	J
COG0031	2682468926	Ga0128518_101205	cysteine synthase A	2681813000	Enterococcus canis NBRC 100695	13	183937	184866	Cysteine synthase	SAMD00046312	E
COG0034	2682469523	Ga0128518_102104	 amidophosphoribosyltransferase	2681813000	Enterococcus canis NBRC 100695	13	114112	115551	Glutamine phosphoribosylpyrophosphate amidotransferase	SAMD00046312	F
COG0035	2682470025	Ga0128518_103217	 uracil phosphoribosyltransferase	2681813000	Enterococcus canis NBRC 100695	13	230399	231028	Uracil phosphoribosyltransferase	SAMD00046312	F
COG0036	2682470535	Ga0128518_105154	 ribulose-5-phosphate 3-epimerase	2681813000	Enterococcus canis NBRC 100695	13	143141	143794	Pentose-5-phosphate-3-epimerase	SAMD00046312	G
COG0036	2682469076	Ga0128518_101356	D-allulose-6-phosphate 3-epimerase	2681813000	Enterococcus canis NBRC 100695	13	345378	346070	Pentose-5-phosphate-3-epimerase	SAMD00046312	G
COG0037	2682470037	Ga0128518_103229	tRNA(Ile)-lysidine synthase TilS/MesJ	2681813000	Enterococcus canis NBRC 100695	13	242096	242851	tRNA(Ile)-lysidine synthase TilS/MesJ	SAMD00046312	J
COG0037	2682471382	Ga0128518_11424	tRNA(Ile)-lysidine synthase	2681813000	Enterococcus canis NBRC 100695	13	24461	25822	tRNA(Ile)-lysidine synthase TilS/MesJ	SAMD00046312	J
COG0038	2682469270	Ga0128518_101550	H+/Cl- antiporter ClcA	2681813000	Enterococcus canis NBRC 100695	13	524464	526020	H+/Cl- antiporter ClcA	SAMD00046312	P
COG0038	2682470291	Ga0128518_104124	H+/Cl- antiporter ClcA	2681813000	Enterococcus canis NBRC 100695	13	129328	130560	H+/Cl- antiporter ClcA	SAMD00046312	P
COG0039	2682471375	Ga0128518_11417	 L-lactate dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	16278	17252	Malate/lactate dehydrogenase	SAMD00046312	C
COG0040	2682470954	Ga0128518_10822	 ATP phosphoribosyltransferase catalytic subunit	2681813000	Enterococcus canis NBRC 100695	13	14928	15551	ATP phosphoribosyltransferase	SAMD00046312	E
COG0041	2682469536	Ga0128518_102117	 5-(carboxyamino)imidazole ribonucleotide mutase	2681813000	Enterococcus canis NBRC 100695	13	129621	130109	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	SAMD00046312	F
COG0042	2682471386	Ga0128518_11428	 tRNA-U20-dihydrouridine synthase	2681813000	Enterococcus canis NBRC 100695	13	29702	30697	tRNA-dihydrouridine synthase	SAMD00046312	J
COG0042	2682470387	Ga0128518_1055	tRNA-dihydrouridine synthase	2681813000	Enterococcus canis NBRC 100695	13	4470	5426	tRNA-dihydrouridine synthase	SAMD00046312	J
COG0043	2682470301	Ga0128518_104134	4-hydroxy-3-polyprenylbenzoate decarboxylase	2681813000	Enterococcus canis NBRC 100695	13	141447	143054	3-polyprenyl-4-hydroxybenzoate decarboxylase	SAMD00046312	H
COG0044	2682468788	Ga0128518_10166	 dihydroorotase	2681813000	Enterococcus canis NBRC 100695	13	47912	49192	Dihydroorotase or related cyclic amidohydrolase	SAMD00046312	F
COG0046	2682469524	Ga0128518_102105	 phosphoribosylformylglycinamidine synthase subunit II	2681813000	Enterococcus canis NBRC 100695	13	115536	117758	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	SAMD00046312	F
COG0047	2682469525	Ga0128518_102106	 phosphoribosylformylglycinamidine synthase subunit I	2681813000	Enterococcus canis NBRC 100695	13	117755	118432	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	SAMD00046312	F
COG0048	2682470463	Ga0128518_10581	 SSU ribosomal protein S12P	2681813000	Enterococcus canis NBRC 100695	13	78462	78875	Ribosomal protein S12	SAMD00046312	J
COG0049	2682470464	Ga0128518_10582	 SSU ribosomal protein S7P	2681813000	Enterococcus canis NBRC 100695	13	78930	79400	Ribosomal protein S7	SAMD00046312	J
COG0050	2682468751	Ga0128518_10128	 translation elongation factor 1A (EF-1A/EF-Tu)	2681813000	Enterococcus canis NBRC 100695	13	15296	16483	Translation elongation factor EF-Tu, a GTPase	SAMD00046312	J
COG0050	2682470466	Ga0128518_10584	 translation elongation factor 1A (EF-1A/EF-Tu)	2681813000	Enterococcus canis NBRC 100695	13	81727	82914	Translation elongation factor EF-Tu, a GTPase	SAMD00046312	J
COG0051	2682470907	Ga0128518_10776	 SSU ribosomal protein S10P	2681813000	Enterococcus canis NBRC 100695	13	62864	63172	Ribosomal protein S10	SAMD00046312	J
COG0052	2682469811	Ga0128518_1031	 SSU ribosomal protein S2P	2681813000	Enterococcus canis NBRC 100695	13	69	890	Ribosomal protein S2	SAMD00046312	J
COG0053	2682470353	Ga0128518_104186	cation diffusion facilitator family transporter	2681813000	Enterococcus canis NBRC 100695	13	200924	202090	Divalent metal cation (Fe/Co/Zn/Cd) transporter	SAMD00046312	P
COG0053	2682469125	Ga0128518_101405	cation diffusion facilitator family transporter	2681813000	Enterococcus canis NBRC 100695	13	391905	392837	Divalent metal cation (Fe/Co/Zn/Cd) transporter	SAMD00046312	P
COG0055	2682469743	Ga0128518_102326	 ATP synthase F1 subcomplex beta subunit	2681813000	Enterococcus canis NBRC 100695	13	325643	327049	FoF1-type ATP synthase, beta subunit	SAMD00046312	C
COG0056	2682469745	Ga0128518_102328	 ATP synthase F1 subcomplex alpha subunit	2681813000	Enterococcus canis NBRC 100695	13	327990	329549	FoF1-type ATP synthase, alpha subunit	SAMD00046312	C
COG0057	2682468964	Ga0128518_101243	 glyceraldehyde-3-phosphate dehydrogenase (NAD+)	2681813000	Enterococcus canis NBRC 100695	13	229360	230370	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	SAMD00046312	G
COG0057	2682469768	Ga0128518_102351	 glyceraldehyde-3-phosphate dehydrogenase (NAD+)	2681813000	Enterococcus canis NBRC 100695	13	352214	353215	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	SAMD00046312	G
COG0058	2682469463	Ga0128518_10244	starch phosphorylase	2681813000	Enterococcus canis NBRC 100695	13	49031	51436	Glucan phosphorylase	SAMD00046312	G
COG0060	2682470958	Ga0128518_10827	 Isoleucyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	19659	22442	Isoleucyl-tRNA synthetase	SAMD00046312	J
COG0061	2682470581	Ga0128518_105200	NAD+ kinase	2681813000	Enterococcus canis NBRC 100695	13	193046	193843	NAD kinase	SAMD00046312	H
COG0062	2682469031	Ga0128518_101311	NAD(P)H-hydrate epimerase	2681813000	Enterococcus canis NBRC 100695	13	308466	309101	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	SAMD00046312	F
COG0063	2682470929	Ga0128518_10798	yjeF C-terminal region, hydroxyethylthiazole kinase-related	2681813000	Enterococcus canis NBRC 100695	13	88886	89716	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	SAMD00046312	F
COG0064	2682469264	Ga0128518_101544	 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	2681813000	Enterococcus canis NBRC 100695	13	515629	517059	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	SAMD00046312	J
COG0071	2682470302	Ga0128518_104135	HSP20 family protein	2681813000	Enterococcus canis NBRC 100695	13	143103	143498	Molecular chaperone IbpA, HSP20 family	SAMD00046312	O
COG0072	2682469010	Ga0128518_101290	 phenylalanyl-tRNA synthetase beta subunit	2681813000	Enterococcus canis NBRC 100695	13	278397	280814	Phenylalanyl-tRNA synthetase beta subunit	SAMD00046312	J
COG0073	2682471126	Ga0128518_1105	tRNA-binding protein	2681813000	Enterococcus canis NBRC 100695	13	3616	4224	tRNA-binding EMAP/Myf domain	SAMD00046312	J
COG0075	2682470637	Ga0128518_10615	2-aminoethylphosphonate-pyruvate transaminase	2681813000	Enterococcus canis NBRC 100695	13	13286	14389	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	SAMD00046312	E F
COG0076	2682469929	Ga0128518_103120	 glutamate decarboxylase	2681813000	Enterococcus canis NBRC 100695	13	121451	122842	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	SAMD00046312	E
COG0077	2682468906	Ga0128518_101185	 prephenate dehydratase	2681813000	Enterococcus canis NBRC 100695	13	163780	164616	Prephenate dehydratase	SAMD00046312	E
COG0079	2682469156	Ga0128518_101436	histidinol-phosphate aminotransferase	2681813000	Enterococcus canis NBRC 100695	13	417786	418841	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	SAMD00046312	E
COG0080	2682470613	Ga0128518_105233	 LSU ribosomal protein L11P	2681813000	Enterococcus canis NBRC 100695	13	224659	225081	Ribosomal protein L11	SAMD00046312	J
COG0081	2682470614	Ga0128518_105234	 LSU ribosomal protein L1P	2681813000	Enterococcus canis NBRC 100695	13	225184	225873	Ribosomal protein L1	SAMD00046312	J
COG0082	2682468910	Ga0128518_101189	 chorismate synthase	2681813000	Enterococcus canis NBRC 100695	13	167510	168667	Chorismate synthase	SAMD00046312	E
COG0083	2682469673	Ga0128518_102256	 homoserine kinase	2681813000	Enterococcus canis NBRC 100695	13	255668	256537	Homoserine kinase	SAMD00046312	E
COG0084	2682471058	Ga0128518_10925	TatD DNase family protein	2681813000	Enterococcus canis NBRC 100695	13	22295	23068	Tat protein secretion system quality control protein TatD (DNase activity)	SAMD00046312	N
COG0085	2682470913	Ga0128518_10782	 DNA-directed RNA polymerase subunit beta	2681813000	Enterococcus canis NBRC 100695	13	70330	73944	DNA-directed RNA polymerase, beta subunit/140 kD subunit	SAMD00046312	K
COG0086	2682470912	Ga0128518_10781	 DNA-directed RNA polymerase subunit beta'	2681813000	Enterococcus canis NBRC 100695	13	66618	70259	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	SAMD00046312	K
COG0087	2682470906	Ga0128518_10775	 LSU ribosomal protein L3P	2681813000	Enterococcus canis NBRC 100695	13	62204	62833	Ribosomal protein L3	SAMD00046312	J
COG0088	2682470905	Ga0128518_10774	 LSU ribosomal protein L4P	2681813000	Enterococcus canis NBRC 100695	13	61553	62176	Ribosomal protein L4	SAMD00046312	J
COG0089	2682470904	Ga0128518_10773	 LSU ribosomal protein L23P	2681813000	Enterococcus canis NBRC 100695	13	61263	61553	Ribosomal protein L23	SAMD00046312	J
COG0090	2682470903	Ga0128518_10772	 LSU ribosomal protein L2P	2681813000	Enterococcus canis NBRC 100695	13	60393	61223	Ribosomal protein L2	SAMD00046312	J
COG0091	2682470901	Ga0128518_10770	 LSU ribosomal protein L22P	2681813000	Enterococcus canis NBRC 100695	13	59707	60054	Ribosomal protein L22	SAMD00046312	J
COG0092	2682470900	Ga0128518_10769	 SSU ribosomal protein S3P	2681813000	Enterococcus canis NBRC 100695	13	59037	59693	Ribosomal protein S3	SAMD00046312	J
COG0093	2682470896	Ga0128518_10765	 LSU ribosomal protein L14P	2681813000	Enterococcus canis NBRC 100695	13	57716	58084	Ribosomal protein L14	SAMD00046312	J
COG0094	2682470894	Ga0128518_10763	 LSU ribosomal protein L5P	2681813000	Enterococcus canis NBRC 100695	13	56803	57342	Ribosomal protein L5	SAMD00046312	J
COG0095	2682470823	Ga0128518_106201	 lipoate-protein ligase	2681813000	Enterococcus canis NBRC 100695	13	209096	210109	Lipoate-protein ligase A	SAMD00046312	H
COG0095	2682470769	Ga0128518_106147	 lipoate-protein ligase	2681813000	Enterococcus canis NBRC 100695	13	150899	151903	Lipoate-protein ligase A	SAMD00046312	H
COG0095	2682470117	Ga0128518_103309	octanoyl-[GcvH]:protein N-octanoyltransferase	2681813000	Enterococcus canis NBRC 100695	13	319236	320042	Lipoate-protein ligase A	SAMD00046312	H
COG0096	2682470892	Ga0128518_10761	 SSU ribosomal protein S8P	2681813000	Enterococcus canis NBRC 100695	13	56168	56566	Ribosomal protein S8	SAMD00046312	J
COG0097	2682470891	Ga0128518_10760	 LSU ribosomal protein L6P	2681813000	Enterococcus canis NBRC 100695	13	55601	56137	Ribosomal protein L6P/L9E	SAMD00046312	J
COG0098	2682470889	Ga0128518_10758	 SSU ribosomal protein S5P	2681813000	Enterococcus canis NBRC 100695	13	54633	55133	Ribosomal protein S5	SAMD00046312	J
COG0099	2682470883	Ga0128518_10752	 SSU ribosomal protein S13P	2681813000	Enterococcus canis NBRC 100695	13	51026	51391	Ribosomal protein S13	SAMD00046312	J
COG0100	2682470882	Ga0128518_10751	 SSU ribosomal protein S11P	2681813000	Enterococcus canis NBRC 100695	13	50609	50998	Ribosomal protein S11	SAMD00046312	J
COG0101	2682470862	Ga0128518_10731	tRNA pseudouridine38-40 synthase	2681813000	Enterococcus canis NBRC 100695	13	30309	31109	tRNA U38,U39,U40 pseudouridine synthase TruA	SAMD00046312	J
COG0102	2682470846	Ga0128518_10715	 LSU ribosomal protein L13P	2681813000	Enterococcus canis NBRC 100695	13	12824	13267	Ribosomal protein L13	SAMD00046312	J
COG0103	2682470845	Ga0128518_10714	 SSU ribosomal protein S9P	2681813000	Enterococcus canis NBRC 100695	13	12416	12808	Ribosomal protein S9	SAMD00046312	J
COG0104	2682471159	Ga0128518_11038	 Adenylosuccinate synthetase	2681813000	Enterococcus canis NBRC 100695	13	38662	39954	Adenylosuccinate synthase	SAMD00046312	F
COG0106	2682470950	Ga0128518_10818	 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	2681813000	Enterococcus canis NBRC 100695	13	11743	12465	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	SAMD00046312	E
COG0107	2682470949	Ga0128518_10817	 imidazole glycerol phosphate synthase subunit hisF	2681813000	Enterococcus canis NBRC 100695	13	11001	11753	Imidazole glycerol phosphate synthase subunit HisF	SAMD00046312	E
COG0110	2682471373	Ga0128518_11415	 chorismate mutase	2681813000	Enterococcus canis NBRC 100695	13	14752	15597	Acetyltransferase (isoleucine patch superfamily)	SAMD00046312	R
COG0111	2682471286	Ga0128518_11236	Phosphoglycerate dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	47848	48798	Phosphoglycerate dehydrogenase or related dehydrogenase	SAMD00046312	H
COG0111	2682470285	Ga0128518_104118	D-3-phosphoglycerate dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	123359	124540	Phosphoglycerate dehydrogenase or related dehydrogenase	SAMD00046312	H
COG0112	2682470982	Ga0128518_10851	 serine hydroxymethyltransferase	2681813000	Enterococcus canis NBRC 100695	13	41479	42723	Glycine/serine hydroxymethyltransferase	SAMD00046312	E
COG0114	2682471055	Ga0128518_10922	 fumarase, class II	2681813000	Enterococcus canis NBRC 100695	13	17995	19365	Fumarate hydratase class II	SAMD00046312	C
COG0115	2682468999	Ga0128518_101279	branched-chain amino acid aminotransferase	2681813000	Enterococcus canis NBRC 100695	13	267847	268857	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	SAMD00046312	E H
COG0116	2682468769	Ga0128518_10146	putative N6-adenine-specific DNA methylase	2681813000	Enterococcus canis NBRC 100695	13	31237	32394	23S rRNA G2445 N2-methylase RlmL	SAMD00046312	J
COG0118	2682470951	Ga0128518_10819	 imidazole glycerol phosphate synthase subunit hisH	2681813000	Enterococcus canis NBRC 100695	13	12462	13067	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	SAMD00046312	E
COG0120	2682470462	Ga0128518_10580	 ribose-5-phosphate isomerase	2681813000	Enterococcus canis NBRC 100695	13	77449	78132	Ribose 5-phosphate isomerase	SAMD00046312	G
COG0124	2682470331	Ga0128518_104164	 histidyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	171448	172746	Histidyl-tRNA synthetase	SAMD00046312	J
COG0125	2682470064	Ga0128518_103256	 thymidylate kinase	2681813000	Enterococcus canis NBRC 100695	13	265562	266203	Thymidylate kinase	SAMD00046312	F
COG0126	2682469767	Ga0128518_102350	 phosphoglycerate kinase	2681813000	Enterococcus canis NBRC 100695	13	350853	352043	3-phosphoglycerate kinase	SAMD00046312	G
COG0128	2682468908	Ga0128518_101187	 3-phosphoshikimate 1-carboxyvinyltransferase	2681813000	Enterococcus canis NBRC 100695	13	165119	166405	5-enolpyruvylshikimate-3-phosphate synthase	SAMD00046312	E
COG0130	2682469790	Ga0128518_102373	tRNA pseudouridine55 synthase	2681813000	Enterococcus canis NBRC 100695	13	379381	380286	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	SAMD00046312	J
COG0131	2682470952	Ga0128518_10820	 imidazoleglycerol-phosphate dehydratase	2681813000	Enterococcus canis NBRC 100695	13	13064	13651	Imidazoleglycerol phosphate dehydratase HisB	SAMD00046312	E
COG0136	2682470079	Ga0128518_103271	 aspartate semialdehyde dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	278948	280006	Aspartate-semialdehyde dehydrogenase	SAMD00046312	E
COG0137	2682470849	Ga0128518_10718	 argininosuccinate synthase	2681813000	Enterococcus canis NBRC 100695	13	13985	15196	Argininosuccinate synthase	SAMD00046312	E
COG0138	2682469520	Ga0128518_102101	 IMP cyclohydrolase /phosphoribosylaminoimidazolecarboxamide formyltransferase	2681813000	Enterococcus canis NBRC 100695	13	110970	112502	AICAR transformylase/IMP cyclohydrolase PurH	SAMD00046312	F
COG0139	2682470948	Ga0128518_10816	 phosphoribosyl-AMP cyclohydrolase	2681813000	Enterococcus canis NBRC 100695	13	10678	11004	Phosphoribosyl-AMP cyclohydrolase	SAMD00046312	E
COG0140	2682470947	Ga0128518_10815	 phosphoribosyl-ATP pyrophosphatase	2681813000	Enterococcus canis NBRC 100695	13	10368	10685	Phosphoribosyl-ATP pyrophosphohydrolase	SAMD00046312	E
COG0141	2682470953	Ga0128518_10821	 histidinol dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	13648	14931	Histidinol dehydrogenase	SAMD00046312	E
COG0142	2682470926	Ga0128518_10795	heptaprenyl diphosphate synthase	2681813000	Enterococcus canis NBRC 100695	13	85801	86787	Geranylgeranyl pyrophosphate synthase	SAMD00046312	H
COG0142	2682470816	Ga0128518_106194	heptaprenyl diphosphate synthase	2681813000	Enterococcus canis NBRC 100695	13	204364	205362	Geranylgeranyl pyrophosphate synthase	SAMD00046312	H
COG0142	2682469933	Ga0128518_103124	 farnesyl-diphosphate synthase	2681813000	Enterococcus canis NBRC 100695	13	126120	127010	Geranylgeranyl pyrophosphate synthase	SAMD00046312	H
COG0143	2682471056	Ga0128518_10923	 methionyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	19495	21501	Methionyl-tRNA synthetase	SAMD00046312	J
COG0144	2682470531	Ga0128518_105150	16S rRNA (cytosine967-C5)-methyltransferase	2681813000	Enterococcus canis NBRC 100695	13	137851	139185	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	SAMD00046312	J
COG0145	2682468866	Ga0128518_101145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	2681813000	Enterococcus canis NBRC 100695	13	122287	124404	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	SAMD00046312	E Q
COG0148	2682469219	Ga0128518_101499	 enolase	2681813000	Enterococcus canis NBRC 100695	13	475665	476936	Enolase	SAMD00046312	G
COG0148	2682469765	Ga0128518_102348	 enolase	2681813000	Enterococcus canis NBRC 100695	13	348676	349974	Enolase	SAMD00046312	G
COG0149	2682469766	Ga0128518_102349	 triosephosphate isomerase	2681813000	Enterococcus canis NBRC 100695	13	350058	350813	Triosephosphate isomerase	SAMD00046312	G
COG0150	2682469522	Ga0128518_102103	 phosphoribosylformylglycinamidine cyclo-ligase	2681813000	Enterococcus canis NBRC 100695	13	113067	114098	Phosphoribosylaminoimidazole (AIR) synthetase	SAMD00046312	F
COG0151	2682469519	Ga0128518_102100	 phosphoribosylamine--glycine ligase	2681813000	Enterococcus canis NBRC 100695	13	109691	110956	Phosphoribosylamine-glycine ligase	SAMD00046312	F
COG0152	2682469527	Ga0128518_102108	 phosphoribosylaminoimidazole-succinocarboxamide synthase	2681813000	Enterococcus canis NBRC 100695	13	118698	119405	Phosphoribosylaminoimidazole-succinocarboxamide synthase	SAMD00046312	F
COG0153	2682469057	Ga0128518_101337	 galactokinase	2681813000	Enterococcus canis NBRC 100695	13	329447	330601	Galactokinase	SAMD00046312	G
COG0154	2682469194	Ga0128518_101474	LPXTG-motif cell wall anchor domain-containing protein	2681813000	Enterococcus canis NBRC 100695	13	455204	457513	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	SAMD00046312	J
COG0154	2682468880	Ga0128518_101159	amidase	2681813000	Enterococcus canis NBRC 100695	13	135456	136886	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	SAMD00046312	J
COG0154	2682469265	Ga0128518_101545	 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A	2681813000	Enterococcus canis NBRC 100695	13	517062	518525	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	SAMD00046312	J
COG0160	2682470295	Ga0128518_104128	4-aminobutyrate aminotransferase/4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase	2681813000	Enterococcus canis NBRC 100695	13	134911	136191	4-aminobutyrate aminotransferase or related aminotransferase	SAMD00046312	E
COG0162	2682469684	Ga0128518_102267	 tyrosyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	268135	269403	Tyrosyl-tRNA synthetase	SAMD00046312	J
COG0163	2682468760	Ga0128518_10137	4-hydroxy-3-polyprenylbenzoate decarboxylase	2681813000	Enterococcus canis NBRC 100695	13	24211	24771	3-polyprenyl-4-hydroxybenzoate decarboxylase	SAMD00046312	H
COG0164	2682468903	Ga0128518_101182	 RNase HII	2681813000	Enterococcus canis NBRC 100695	13	161559	162329	Ribonuclease HII	SAMD00046312	L
COG0165	2682470850	Ga0128518_10719	 argininosuccinate lyase	2681813000	Enterococcus canis NBRC 100695	13	15208	16590	Argininosuccinate lyase	SAMD00046312	E
COG0166	2682469162	Ga0128518_101442	 glucose-6-phosphate isomerase	2681813000	Enterococcus canis NBRC 100695	13	421812	423161	Glucose-6-phosphate isomerase	SAMD00046312	G
COG0167	2682468792	Ga0128518_10170	 dihydroorotate oxidase B, catalytic subunit	2681813000	Enterococcus canis NBRC 100695	13	54259	55182	Dihydroorotate dehydrogenase	SAMD00046312	F
COG0168	2682470987	Ga0128518_10856	Trk-type K+ transport system, membrane component	2681813000	Enterococcus canis NBRC 100695	13	46656	48056	Trk-type K+ transport system, membrane component	SAMD00046312	P
COG0168	2682470125	Ga0128518_103317	trk system potassium uptake protein TrkH	2681813000	Enterococcus canis NBRC 100695	13	325183	326541	Trk-type K+ transport system, membrane component	SAMD00046312	P
COG0169	2682468913	Ga0128518_101192	shikimate dehydrogenase	2681813000	Enterococcus canis NBRC 100695	13	170788	171636	Shikimate 5-dehydrogenase	SAMD00046312	E
COG0171	2682470039	Ga0128518_103231	 NH(3)-dependent NAD(+) synthetase	2681813000	Enterococcus canis NBRC 100695	13	244798	245625	NH3-dependent NAD+ synthetase	SAMD00046312	H
COG0172	2682471186	Ga0128518_11065	 seryl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	68936	70210	Seryl-tRNA synthetase	SAMD00046312	J
COG0173	2682470330	Ga0128518_104163	 aspartyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	169670	171436	Aspartyl-tRNA synthetase	SAMD00046312	J
COG0174	2682469304	Ga0128518_101584	 L-glutamine synthetase	2681813000	Enterococcus canis NBRC 100695	13	561031	562371	Glutamine synthetase	SAMD00046312	E
COG0177	2682468763	Ga0128518_10140	 DNA-(apurinic or apyrimidinic site) lyase /endonuclease III	2681813000	Enterococcus canis NBRC 100695	13	25955	26611	Endonuclease III	SAMD00046312	L
COG0178	2682469778	Ga0128518_102361	 Excinuclease ABC subunit A	2681813000	Enterococcus canis NBRC 100695	13	361103	363919	Excinuclease UvrABC ATPase subunit	SAMD00046312	L
COG0178	2682469782	Ga0128518_102365	excinuclease ABC, A subunit	2681813000	Enterococcus canis NBRC 100695	13	369120	371363	Excinuclease UvrABC ATPase subunit	SAMD00046312	L
COG0180	2682470236	Ga0128518_10469	 tryptophanyl-tRNA synthetase	2681813000	Enterococcus canis NBRC 100695	13	69860	70867	Tryptophanyl-tRNA synthetase	SAMD00046312	J
COG0181	2682470201	Ga0128518_10434	 hydroxymethylbilane synthase	2681813000	Enterococcus canis NBRC 100695	13	34708	35571	Porphobilinogen deaminase	SAMD00046312	H
COG0183	2682468934	Ga0128518_101213	acetyl-CoA acyltransferase	2681813000	Enterococcus canis NBRC 100695	13	191055	192215	Acetyl-CoA acetyltransferase	SAMD00046312	I
