COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG0480	J	Translation_elongation_factor_EF-G,_a_GTPase	8019259727	Ga0599601_02_9068_10987	ribosomal_protection_tetracycline_resistance_protein	8019257108	Enterococcus_faecalis_1521	9068	10987	SAMN23424733
COG0480	J	Translation_elongation_factor_EF-G,_a_GTPase	8019257240	Ga0599601_01_149729_151810	elongation_factor_G	8019257108	Enterococcus_faecalis_1521	149729	151810	SAMN23424733
COG0481	J	Translation_elongation_factor_EF-4,_membrane-bound_GTPase	8019258872	Ga0599601_01_1809055_1810890	GTP-binding_protein_LepA	8019257108	Enterococcus_faecalis_1521	1809055	1810890	SAMN23424733
COG0482	J	tRNA_U34_2-thiouridine_synthase_MnmA/TrmU,_contains_the_PP-loop_ATPase_domain	8019258777	Ga0599601_01_1697418_1698542	tRNA-specific_2-thiouridylase	8019257108	Enterococcus_faecalis_1521	1697418	1698542	SAMN23424733
COG0483	G	Archaeal_fructose-1,6-bisphosphatase_or_related_enzyme_of_inositol_monophosphatase_family	8019258967	Ga0599601_01_1919479_1920261	myo-inositol-1(or_4)-monophosphatase	8019257108	Enterococcus_faecalis_1521	1919479	1920261	SAMN23424733
COG0484	O	DnaJ-class_molecular_chaperone_with_C-terminal_Zn_finger_domain	8019258185	Ga0599601_01_1078174_1079343	molecular_chaperone_DnaJ	8019257108	Enterococcus_faecalis_1521	1078174	1079343	SAMN23424733
COG0486	J	tRNA_U34_5-carboxymethylaminomethyl_modifying_GTPase_MnmE/TrmE	8019259695	Ga0599601_01_2659125_2660522	tRNA_modification_GTPase	8019257108	Enterococcus_faecalis_1521	2659125	2660522	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019258784	Ga0599601_01_1704252_1705790	ATPase_subunit_of_ABC_transporter_with_duplicated_ATPase_domains	8019257108	Enterococcus_faecalis_1521	1704252	1705790	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019259101	Ga0599601_01_2059668_2061614	ATP-binding_cassette_subfamily_F_protein_3	8019257108	Enterococcus_faecalis_1521	2059668	2061614	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019258410	Ga0599601_01_1310409_1312304	ATP-binding_cassette_subfamily_F_protein_uup	8019257108	Enterococcus_faecalis_1521	1310409	1312304	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019258290	Ga0599601_01_1189363_1190991	ATP-binding_cassette_subfamily_F_protein_3	8019257108	Enterococcus_faecalis_1521	1189363	1190991	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019258278	Ga0599601_01_1176533_1178446	ATP-binding_cassette_subfamily_F_protein_3	8019257108	Enterococcus_faecalis_1521	1176533	1178446	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019259169	Ga0599601_01_2132719_2134215	lincosamide_and_streptogramin_A_transport_system_ATP-binding/permease_protein	8019257108	Enterococcus_faecalis_1521	2132719	2134215	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019257122	Ga0599601_01_17514_19145	ATPase_subunit_of_ABC_transporter_with_duplicated_ATPase_domains	8019257108	Enterococcus_faecalis_1521	17514	19145	SAMN23424733
COG0488	R	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	8019258324	Ga0599601_01_1220481_1221929	macrolide_transport_system_ATP-binding/permease_protein	8019257108	Enterococcus_faecalis_1521	1220481	1221929	SAMN23424733
COG0490	T P	K+/H+_antiporter_YhaU,_regulatory_subunit_KhtT	8019259102	Ga0599601_01_2061629_2062261	K+/H+_antiporter_YhaU_regulatory_subunit_KhtT	8019257108	Enterococcus_faecalis_1521	2061629	2062261	SAMN23424733
COG0491	R	Glyoxylase_or_a_related_metal-dependent_hydrolase,_beta-lactamase_superfamily_II	8019258937	Ga0599601_01_1887976_1888602	hydroxyacylglutathione_hydrolase	8019257108	Enterococcus_faecalis_1521	1887976	1888602	SAMN23424733
COG0492	O	Thioredoxin_reductase	8019258215	Ga0599601_01_1107551_1108465	thioredoxin_reductase_(NADPH)	8019257108	Enterococcus_faecalis_1521	1107551	1108465	SAMN23424733
COG0492	O	Thioredoxin_reductase	8019259286	Ga0599601_01_2242321_2243331	thioredoxin_reductase	8019257108	Enterococcus_faecalis_1521	2242321	2243331	SAMN23424733
COG0492	O	Thioredoxin_reductase	8019259186	Ga0599601_01_2147934_2149616	thioredoxin_reductase_(NADPH)	8019257108	Enterococcus_faecalis_1521	2147934	2149616	SAMN23424733
COG0493	E R	NADPH-dependent_glutamate_synthase_beta_chain_or_related_oxidoreductase	8019259031	Ga0599601_01_1988057_1989475	glutamate_synthase_(NADPH/NADH)_small_chain	8019257108	Enterococcus_faecalis_1521	1988057	1989475	SAMN23424733
COG0494	V	8-oxo-dGTP_pyrophosphatase_MutT_and_related_house-cleaning_NTP_pyrophosphohydrolases,_NUDIX_family	8019257624	Ga0599601_01_517971_518378	8-oxo-dGTP_diphosphatase	8019257108	Enterococcus_faecalis_1521	517971	518378	SAMN23424733
COG0494	V	8-oxo-dGTP_pyrophosphatase_MutT_and_related_house-cleaning_NTP_pyrophosphohydrolases,_NUDIX_family	8019258008	Ga0599601_01_900335_900781	8-oxo-dGTP_diphosphatase	8019257108	Enterococcus_faecalis_1521	900335	900781	SAMN23424733
COG0494	V	8-oxo-dGTP_pyrophosphatase_MutT_and_related_house-cleaning_NTP_pyrophosphohydrolases,_NUDIX_family	8019259150	Ga0599601_01_2113841_2114425	ADP-ribose_pyrophosphatase	8019257108	Enterococcus_faecalis_1521	2113841	2114425	SAMN23424733
COG0495	J	Leucyl-tRNA_synthetase	8019257649	Ga0599601_01_546525_548939	leucyl-tRNA_synthetase	8019257108	Enterococcus_faecalis_1521	546525	548939	SAMN23424733
COG0497	L	DNA_repair_ATPase_RecN	8019257832	Ga0599601_01_730383_732056	DNA_repair_protein_RecN_(Recombination_protein_N)	8019257108	Enterococcus_faecalis_1521	730383	732056	SAMN23424733
COG0498	E	Threonine_synthase	8019258926	Ga0599601_01_1875251_1876306	threonine_synthase	8019257108	Enterococcus_faecalis_1521	1875251	1876306	SAMN23424733
COG0500	Q R	SAM-dependent_methyltransferase	8019259127	Ga0599601_01_2087444_2088289	23S_rRNA_(guanine745-N1)-methyltransferase	8019257108	Enterococcus_faecalis_1521	2087444	2088289	SAMN23424733
COG0500	Q R	SAM-dependent_methyltransferase	8019257970	Ga0599601_01_861733_862467	SAM-dependent_methyltransferase	8019257108	Enterococcus_faecalis_1521	861733	862467	SAMN23424733
COG0501	O	Zn-dependent_protease_with_chaperone_function	8019257502	Ga0599601_01_383880_384728	Zn-dependent_protease_with_chaperone_function	8019257108	Enterococcus_faecalis_1521	383880	384728	SAMN23424733
COG0503	F	Adenine/guanine_phosphoribosyltransferase_or_related_PRPP-binding_protein	8019257159	Ga0599601_01_56741_57562	purine_operon_repressor	8019257108	Enterococcus_faecalis_1521	56741	57562	SAMN23424733
COG0503	F	Adenine/guanine_phosphoribosyltransferase_or_related_PRPP-binding_protein	8019258516	Ga0599601_01_1418785_1419297	adenine_phosphoribosyltransferase	8019257108	Enterococcus_faecalis_1521	1418785	1419297	SAMN23424733
COG0503	F	Adenine/guanine_phosphoribosyltransferase_or_related_PRPP-binding_protein	8019258883	Ga0599601_01_1828602_1829183	xanthine_phosphoribosyltransferase	8019257108	Enterococcus_faecalis_1521	1828602	1829183	SAMN23424733
COG0504	F	CTP_synthase_(UTP-ammonia_lyase)	8019258014	Ga0599601_01_905629_907239	CTP_synthase	8019257108	Enterococcus_faecalis_1521	905629	907239	SAMN23424733
COG0505	E F	Carbamoylphosphate_synthase_small_subunit	8019258544	Ga0599601_01_1448925_1450028	carbamoyl-phosphate_synthase_small_subunit	8019257108	Enterococcus_faecalis_1521	1448925	1450028	SAMN23424733
COG0507	L	ATP-dependent_exoDNAse_(exonuclease_V),_alpha_subunit,_helicase_superfamily_I	8019259123	Ga0599601_01_2083126_2085735	exodeoxyribonuclease_V_alpha_subunit	8019257108	Enterococcus_faecalis_1521	2083126	2085735	SAMN23424733
COG0508	C	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_acyltransferase_(E2)_component	8019258231	Ga0599601_01_1128309_1129928	pyruvate_dehydrogenase_E2_component_(dihydrolipoamide_acetyltransferase)	8019257108	Enterococcus_faecalis_1521	1128309	1129928	SAMN23424733
COG0508	C	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_acyltransferase_(E2)_component	8019258487	Ga0599601_01_1393281_1394579	2-oxoisovalerate_dehydrogenase_E2_component_(dihydrolipoyl_transacylase)	8019257108	Enterococcus_faecalis_1521	1393281	1394579	SAMN23424733
COG0509	E	Glycine_cleavage_system_H_protein_(lipoate-binding)	8019259008	Ga0599601_01_1960726_1961049	glycine_cleavage_system_H_protein	8019257108	Enterococcus_faecalis_1521	1960726	1961049	SAMN23424733
COG0510	H	Thiamine_kinase_and_related_kinases	8019257541	Ga0599601_01_424485_425264	thiamine_kinase-like_enzyme	8019257108	Enterococcus_faecalis_1521	424485	425264	SAMN23424733
COG0511	I	Biotin_carboxyl_carrier_protein	8019259708	Ga0599601_01_2675596_2675997	biotin_carboxyl_carrier_protein	8019257108	Enterococcus_faecalis_1521	2675596	2675997	SAMN23424733
COG0511	I	Biotin_carboxyl_carrier_protein	8019259265	Ga0599601_01_2222914_2223402	acetyl-CoA_carboxylase_biotin_carboxyl_carrier_protein	8019257108	Enterococcus_faecalis_1521	2222914	2223402	SAMN23424733
COG0513	L	Superfamily_II_DNA_and_RNA_helicase	8019257857	Ga0599601_01_756874_758175	superfamily_II_DNA/RNA_helicase	8019257108	Enterococcus_faecalis_1521	756874	758175	SAMN23424733
COG0513	L	Superfamily_II_DNA_and_RNA_helicase	8019257694	Ga0599601_01_589848_591395	ATP-dependent_RNA_helicase_DeaD	8019257108	Enterococcus_faecalis_1521	589848	591395	SAMN23424733
COG0513	L	Superfamily_II_DNA_and_RNA_helicase	8019258258	Ga0599601_01_1154703_1156052	ATP-dependent_RNA_helicase_CshB	8019257108	Enterococcus_faecalis_1521	1154703	1156052	SAMN23424733
COG0514	L	Superfamily_II_DNA_helicase_RecQ	8019258964	Ga0599601_01_1914446_1916215	ATP-dependent_DNA_helicase_RecQ	8019257108	Enterococcus_faecalis_1521	1914446	1916215	SAMN23424733
COG0514	L	Superfamily_II_DNA_helicase_RecQ	8019258381	Ga0599601_01_1282344_1283780	ATP-dependent_DNA_helicase_RecQ	8019257108	Enterococcus_faecalis_1521	1282344	1283780	SAMN23424733
COG0516	F	IMP_dehydrogenase/GMP_reductase	8019259677	Ga0599601_01_2639464_2640945	IMP_dehydrogenase	8019257108	Enterococcus_faecalis_1521	2639464	2640945	SAMN23424733
COG0516	F	IMP_dehydrogenase/GMP_reductase	8019258934	Ga0599601_01_1883917_1884894	GMP_reductase	8019257108	Enterococcus_faecalis_1521	1883917	1884894	SAMN23424733
COG0517	T	CBS_domain	8019257873	Ga0599601_01_772665_773297	CBS_domain-containing_protein	8019257108	Enterococcus_faecalis_1521	772665	773297	SAMN23424733
COG0517	T	CBS_domain	8019259180	Ga0599601_01_2142994_2143632	CBS_domain-containing_protein	8019257108	Enterococcus_faecalis_1521	2142994	2143632	SAMN23424733
COG0519	F	GMP_synthase,_PP-ATPase_domain/subunit<<>>COG0518	8019257213	Ga0599601_01_122670_124232	GMP_synthase_(glutamine-hydrolysing)	8019257108	Enterococcus_faecalis_1521	122670	124232	SAMN23424733
COG0520	E	Selenocysteine_lyase/Cysteine_desulfurase	8019258901	Ga0599601_01_1852392_1853627	cysteine_desulfurase/selenocysteine_lyase	8019257108	Enterococcus_faecalis_1521	1852392	1853627	SAMN23424733
COG0520	E	Selenocysteine_lyase/Cysteine_desulfurase	8019259039	Ga0599601_01_1994519_1995667	cysteine_desulfurase_family_protein	8019257108	Enterococcus_faecalis_1521	1994519	1995667	SAMN23424733
COG0521	H	Molybdopterin_biosynthesis_enzyme_MoaB	8019258307	Ga0599601_01_1201483_1201965	molybdopterin_adenylyltransferase	8019257108	Enterococcus_faecalis_1521	1201483	1201965	SAMN23424733
COG0522	J	Ribosomal_protein_S4_or_related_protein	8019259465	Ga0599601_01_2419554_2420165	small_subunit_ribosomal_protein_S4	8019257108	Enterococcus_faecalis_1521	2419554	2420165	SAMN23424733
COG0523	R	GTPase,_G3E_family	8019259590	Ga0599601_01_2548023_2548997	G3E_family_GTPase	8019257108	Enterococcus_faecalis_1521	2548023	2548997	SAMN23424733
COG0524	G	Sugar_or_nucleoside_kinase,_ribokinase_family	8019257429	Ga0599601_01_313435_314442	2-dehydro-3-deoxygluconokinase	8019257108	Enterococcus_faecalis_1521	313435	314442	SAMN23424733
COG0524	G	Sugar_or_nucleoside_kinase,_ribokinase_family	8019257689	Ga0599601_01_584307_585317	2-dehydro-3-deoxygluconokinase	8019257108	Enterococcus_faecalis_1521	584307	585317	SAMN23424733
COG0524	G	Sugar_or_nucleoside_kinase,_ribokinase_family	8019259374	Ga0599601_01_2322788_2323699	ribokinase	8019257108	Enterococcus_faecalis_1521	2322788	2323699	SAMN23424733
COG0524	G	Sugar_or_nucleoside_kinase,_ribokinase_family<<>>COG1609	8019258699	Ga0599601_01_1611349_1613268	ribokinase	8019257108	Enterococcus_faecalis_1521	1611349	1613268	SAMN23424733
COG0525	J	Valyl-tRNA_synthetase	8019259317	Ga0599601_01_2274523_2277165	valyl-tRNA_synthetase	8019257108	Enterococcus_faecalis_1521	2274523	2277165	SAMN23424733
COG0526	O	Thiol-disulfide_isomerase_or_thioredoxin	8019258316	Ga0599601_01_1211519_1211833	thioredoxin_1	8019257108	Enterococcus_faecalis_1521	1211519	1211833	SAMN23424733
COG0526	O	Thiol-disulfide_isomerase_or_thioredoxin	8019259440	Ga0599601_01_2397930_2398244	thiol-disulfide_isomerase/thioredoxin	8019257108	Enterococcus_faecalis_1521	2397930	2398244	SAMN23424733
COG0527	E	Aspartokinase	8019257377	Ga0599601_01_253650_255002	aspartate_kinase	8019257108	Enterococcus_faecalis_1521	253650	255002	SAMN23424733
COG0528	F	Uridylate_kinase	8019258905	Ga0599601_01_1856626_1857351	uridylate_kinase	8019257108	Enterococcus_faecalis_1521	1856626	1857351	SAMN23424733
COG0530	P	Ca2+/Na+_antiporter	8019258823	Ga0599601_01_1749941_1751242	Ca2+/Na+_antiporter	8019257108	Enterococcus_faecalis_1521	1749941	1751242	SAMN23424733
COG0530	P	Ca2+/Na+_antiporter	8019257960	Ga0599601_01_853353_853646	Ca2+/Na+_antiporter	8019257108	Enterococcus_faecalis_1521	853353	853646	SAMN23424733
COG0531	E	Amino_acid_transporter	8019259162	Ga0599601_01_2127594_2129093	amino_acid_transporter	8019257108	Enterococcus_faecalis_1521	2127594	2129093	SAMN23424733
COG0531	E	Amino_acid_transporter	8019258895	Ga0599601_01_1840729_1842186	amino_acid_transporter	8019257108	Enterococcus_faecalis_1521	1840729	1842186	SAMN23424733
COG0531	E	Amino_acid_transporter	8019257486	Ga0599601_01_371001_372419	amino_acid_transporter	8019257108	Enterococcus_faecalis_1521	371001	372419	SAMN23424733
COG0531	E	Amino_acid_transporter	8019257706	Ga0599601_01_604651_606474	amino_acid_transporter	8019257108	Enterococcus_faecalis_1521	604651	606474	SAMN23424733
COG0531	E	Amino_acid_transporter	8019257583	Ga0599601_01_470619_471995	amino_acid_transporter	8019257108	Enterococcus_faecalis_1521	470619	471995	SAMN23424733
COG0531	E	Amino_acid_transporter	8019257772	Ga0599601_01_676075_677466	APA_family_basic_amino_acid/polyamine_antiporter	8019257108	Enterococcus_faecalis_1521	676075	677466	SAMN23424733
COG0531	E	Amino_acid_transporter	8019258758	Ga0599601_01_1672291_1673619	APA_family_basic_amino_acid/polyamine_antiporter	8019257108	Enterococcus_faecalis_1521	1672291	1673619	SAMN23424733
COG0532	J	Translation_initiation_factor_IF-2,_a_GTPase	8019258147	Ga0599601_01_1043592_1045988	translation_initiation_factor_IF-2	8019257108	Enterococcus_faecalis_1521	1043592	1045988	SAMN23424733
COG0533	J	tRNA_A37_threonylcarbamoyltransferase_TsaD	8019258979	Ga0599601_01_1930823_1931869	N6-L-threonylcarbamoyladenine_synthase	8019257108	Enterococcus_faecalis_1521	1930823	1931869	SAMN23424733
COG0534	V	Na+-driven_multidrug_efflux_pump	8019257511	Ga0599601_01_391464_392804	putative_MATE_family_efflux_protein	8019257108	Enterococcus_faecalis_1521	391464	392804	SAMN23424733
COG0535	D H	Radical_SAM_superfamily_enzyme,_MoaA/NifB/PqqE/SkfB_family	8019257810	Ga0599601_01_713577_714545	YydG_family_peptide_modification_radical_SAM_enzyme	8019257108	Enterococcus_faecalis_1521	713577	714545	SAMN23424733
COG0536	L D	GTPase_involved_in_cell_partioning_and_DNA_repair	8019258364	Ga0599601_01_1267638_1268954	GTP-binding_protein	8019257108	Enterococcus_faecalis_1521	1267638	1268954	SAMN23424733
COG0537	F R	Diadenosine_tetraphosphate_(Ap4A)_hydrolase_or_other_HIT_family_hydrolase	8019257538	Ga0599601_01_421765_422190	histidine_triad_(HIT)_family_protein	8019257108	Enterococcus_faecalis_1521	421765	422190	SAMN23424733
COG0539	J	Ribosomal_protein_S1	8019258384	Ga0599601_01_1285519_1286730	small_subunit_ribosomal_protein_S1	8019257108	Enterococcus_faecalis_1521	1285519	1286730	SAMN23424733
COG0540	F	Aspartate_carbamoyltransferase,_catalytic_chain	8019258546	Ga0599601_01_1451299_1452225	aspartate_carbamoyltransferase_catalytic_subunit	8019257108	Enterococcus_faecalis_1521	1451299	1452225	SAMN23424733
COG0541	U	Signal_recognition_particle_GTPase	8019258527	Ga0599601_01_1428009_1429427	signal_recognition_particle_subunit_SRP54	8019257108	Enterococcus_faecalis_1521	1428009	1429427	SAMN23424733
COG0542	O	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	8019259657	Ga0599601_01_2622574_2625069	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpC	8019257108	Enterococcus_faecalis_1521	2622574	2625069	SAMN23424733
COG0542	O	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	8019257558	Ga0599601_01_439712_441952	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpE	8019257108	Enterococcus_faecalis_1521	439712	441952	SAMN23424733
COG0542	O	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	8019258876	Ga0599601_01_1814926_1817532	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpB	8019257108	Enterococcus_faecalis_1521	1814926	1817532	SAMN23424733
COG0543	C H	NAD(P)H-flavin_reductase	8019259032	Ga0599601_01_1989468_1990328	ferredoxin--NADP+_reductase	8019257108	Enterococcus_faecalis_1521	1989468	1990328	SAMN23424733
COG0543	C H	NAD(P)H-flavin_reductase	8019258542	Ga0599601_01_1444844_1445635	dihydroorotate_dehydrogenase_electron_transfer_subunit	8019257108	Enterococcus_faecalis_1521	1444844	1445635	SAMN23424733
COG0544	O	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_(trigger_factor)	8019257565	Ga0599601_01_449200_450483	trigger_factor	8019257108	Enterococcus_faecalis_1521	449200	450483	SAMN23424733
COG0546	C	Phosphoglycolate_phosphatase,_HAD_superfamily	8019259302	Ga0599601_01_2258930_2259655	phosphoglycolate_phosphatase	8019257108	Enterococcus_faecalis_1521	2258930	2259655	SAMN23424733
COG0546	C	Phosphoglycolate_phosphatase,_HAD_superfamily	8019258989	Ga0599601_01_1941248_1941979	phosphoglycolate_phosphatase	8019257108	Enterococcus_faecalis_1521	1941248	1941979	SAMN23424733
COG0549	E	Carbamate_kinase	8019259046	Ga0599601_01_2002235_2003179	carbamate_kinase	8019257108	Enterococcus_faecalis_1521	2002235	2003179	SAMN23424733
COG0549	E	Carbamate_kinase	8019257201	Ga0599601_01_111267_112199	carbamate_kinase	8019257108	Enterococcus_faecalis_1521	111267	112199	SAMN23424733
COG0549	E	Carbamate_kinase	8019257585	Ga0599601_01_473097_474026	carbamate_kinase	8019257108	Enterococcus_faecalis_1521	473097	474026	SAMN23424733
COG0549	E	Carbamate_kinase	8019257392	Ga0599601_01_273622_274560	carbamate_kinase	8019257108	Enterococcus_faecalis_1521	273622	274560	SAMN23424733
COG0550	L	DNA_topoisomerase_IA	8019258479	Ga0599601_01_1384241_1386319	DNA_topoisomerase-1	8019257108	Enterococcus_faecalis_1521	1384241	1386319	SAMN23424733
COG0552	U	Signal_recognition_particle_GTPase	8019259485	Ga0599601_01_2441232_2442560	fused_signal_recognition_particle_receptor	8019257108	Enterococcus_faecalis_1521	2441232	2442560	SAMN23424733
COG0553	K L	Superfamily_II_DNA_or_RNA_helicase,_SNF2_family	8019259142	Ga0599601_01_2103285_2106482	SNF2_family_DNA_or_RNA_helicase	8019257108	Enterococcus_faecalis_1521	2103285	2106482	SAMN23424733
COG0554	C	Glycerol_kinase	8019258703	Ga0599601_01_1617993_1619498	glycerol_kinase	8019257108	Enterococcus_faecalis_1521	1617993	1619498	SAMN23424733
COG0555	P	ABC-type_sulfate_transport_system,_permease_component	8019259452	Ga0599601_01_2408585_2408815	ABC-type_sulfate_transport_system_permease_component	8019257108	Enterococcus_faecalis_1521	2408585	2408815	SAMN23424733
COG0556	L	Excinuclease_UvrABC_helicase_subunit_UvrB	8019257609	Ga0599601_01_499064_501061	excinuclease_ABC_subunit_B	8019257108	Enterococcus_faecalis_1521	499064	501061	SAMN23424733
COG0557	K	Exoribonuclease_R	8019259084	Ga0599601_01_2042885_2045254	ribonuclease_R	8019257108	Enterococcus_faecalis_1521	2042885	2045254	SAMN23424733
COG0558	I	Phosphatidylglycerophosphate_synthase	8019259531	Ga0599601_01_2488916_2489494	CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase	8019257108	Enterococcus_faecalis_1521	2488916	2489494	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019258133	Ga0599601_01_1027172_1027951	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	1027172	1027951	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019258009	Ga0599601_01_900845_901657	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	900845	901657	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019257888	Ga0599601_01_789983_790786	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	789983	790786	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019259486	Ga0599601_01_2442563_2443390	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	2442563	2443390	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019257410	Ga0599601_01_294310_295143	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	294310	295143	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019259462	Ga0599601_01_2416916_2417695	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	2416916	2417695	SAMN23424733
COG0561	H R	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	8019257791	Ga0599601_01_696019_696888	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8019257108	Enterococcus_faecalis_1521	696019	696888	SAMN23424733
COG0562	M	UDP-galactopyranose_mutase	8019258995	Ga0599601_01_1945993_1947132	UDP-galactopyranose_mutase	8019257108	Enterococcus_faecalis_1521	1945993	1947132	SAMN23424733
COG0563	F	Adenylate_kinase_or_related_kinase	8019259768	Ga0599601_02_46423_47043	adenylate_kinase	8019257108	Enterococcus_faecalis_1521	46423	47043	SAMN23424733
COG0563	F	Adenylate_kinase_or_related_kinase	8019257266	Ga0599601_01_166676_167326	adenylate_kinase	8019257108	Enterococcus_faecalis_1521	166676	167326	SAMN23424733
COG0564	J	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific	8019257530	Ga0599601_01_411352_412203	23S_rRNA_pseudouridine1911/1915/1917_synthase	8019257108	Enterococcus_faecalis_1521	411352	412203	SAMN23424733
COG0564	J	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific	8019258550	Ga0599601_01_1454414_1455319	23S_rRNA_pseudouridine1911/1915/1917_synthase	8019257108	Enterococcus_faecalis_1521	1454414	1455319	SAMN23424733
COG0564	J	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific	8019259130	Ga0599601_01_2090558_2091451	23S_rRNA_pseudouridine1911/1915/1917_synthase	8019257108	Enterococcus_faecalis_1521	2090558	2091451	SAMN23424733
COG0566	J	tRNA_G18_(ribose-2'-O)-methylase_SpoU	8019257151	Ga0599601_01_50311_51168	23S_rRNA_(guanosine2251-2'-O)-methyltransferase	8019257108	Enterococcus_faecalis_1521	50311	51168	SAMN23424733
COG0566	J	tRNA_G18_(ribose-2'-O)-methylase_SpoU	8019258909	Ga0599601_01_1860022_1860798	TrmH_family_RNA_methyltransferase	8019257108	Enterococcus_faecalis_1521	1860022	1860798	SAMN23424733
COG0568	K	DNA-directed_RNA_polymerase,_sigma_subunit_(sigma70/sigma32)	8019258359	Ga0599601_01_1261448_1262554	RNA_polymerase_primary_sigma_factor	8019257108	Enterococcus_faecalis_1521	1261448	1262554	SAMN23424733
COG0569	T P	Trk_K+_transport_system,_NAD-binding_component	8019259296	Ga0599601_01_2253239_2253904	trk_system_potassium_uptake_protein_TrkA	8019257108	Enterococcus_faecalis_1521	2253239	2253904	SAMN23424733
COG0571	K	dsRNA-specific_ribonuclease	8019259488	Ga0599601_01_2447014_2447706	ribonuclease-3	8019257108	Enterococcus_faecalis_1521	2447014	2447706	SAMN23424733
COG0572	F	Uridine_kinase	8019257938	Ga0599601_01_834257_834421	uridine_kinase	8019257108	Enterococcus_faecalis_1521	834257	834421	SAMN23424733
COG0572	F	Uridine_kinase	8019257674	Ga0599601_01_571417_572046	uridine_kinase	8019257108	Enterococcus_faecalis_1521	571417	572046	SAMN23424733
COG0573	P	ABC-type_phosphate_transport_system,_permease_component	8019258585	Ga0599601_01_1488071_1488991	phosphate_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1488071	1488991	SAMN23424733
COG0574	G	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase	8019257872	Ga0599601_01_769853_772498	pyruvate,orthophosphate_dikinase	8019257108	Enterococcus_faecalis_1521	769853	772498	SAMN23424733
COG0575	I	CDP-diglyceride_synthetase	8019259001	Ga0599601_01_1955802_1956602	phosphatidate_cytidylyltransferase	8019257108	Enterococcus_faecalis_1521	1955802	1956602	SAMN23424733
COG0576	O	Molecular_chaperone_GrpE_(heat_shock_protein)	8019258182	Ga0599601_01_1075454_1075993	molecular_chaperone_GrpE	8019257108	Enterococcus_faecalis_1521	1075454	1075993	SAMN23424733
COG0577	V	ABC-type_antimicrobial_peptide_transport_system,_permease_component	8019259397	Ga0599601_01_2348361_2349569	putative_ABC_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	2348361	2349569	SAMN23424733
